brand,quantity,List_Price,price,ean13,description,name,image,option,category
Christian Louboutin,254,135,675,,"Get dressed up this season in beautiful ""Corneille.""  Her asymmetrical vamp gives this 100mm single sole pump a sophisticated edge.  In chic grey calf leather, she is perfect for daytime or evening.                    Product care<br/>Reference : 1120255I067<br />                    Color : Gris<br/>                            Material : Leather<br/>                                            Heel height : 100mm<br/>                                                    Collection : Classic<br/>",Christian Louboutin corneille 100 mm,/cl/christianlouboutin-corneille-1120255_I067_1_1200x1200.jpg|||/cl/christianlouboutin-corneille-1120255_I067_2_1200x1200.jpg|||/cl/christianlouboutin-corneille-1120255_I067_3_1200x1200.jpg|||/cl/christianlouboutin-corneille-1120255_I067_40_1200x1200.jpg,1:US 6 (EUR 36)|||1:US 6.5 (EUR 36.5)|||1:US 7 (EUR 37)|||1:US 7.5 (EUR 37.5)|||1:US 8 (EUR 38)|||1:US 8.5 (EUR 38.5)|||1:US 9 (EUR 39)|||1:US 9.5 (EUR 39.5)|||1:US 10 (EUR 40)|||1:US 10.5 (EUR 40.5)|||1:US 11 (EUR 41),Home|||Women|||Pumps & High Heels|||abc
Christian Louboutin,254,135,675,,"Named after one of his favorite neighborhoods in Paris, the ¡°Pigalle¡± is one of Monsieur Louboutin¡¯s first highly coveted styles. With her perfectly pointed toe and strong stiletto heel, this 85mm, single sole style is a must-have for Loubie newcomers and collectors alike. Swathed in stunning nude patent leather, your love affair with this iconic pump is sure to last a lifetime.                    Product care<br/>Reference : 1100382PK20<br />                    Color : Nude<br/>                            Material : Patent Leather<br/>                                            Heel height : 85mm<br/>                                                    Collection : Classic<br/>",Christian Louboutin pigalle 85 mm,/cl/christianlouboutin-pigalle-1100382_PK20_1_1200x1200_2.jpg|||/cl/christianlouboutin-pigalle-1100382_PK20_2_1200x1200_2.jpg|||/cl/christianlouboutin-pigalle-1100382_PK20_3_1200x1200_2.jpg|||/cl/christianlouboutin-pigalle-1100382_PK20_40_1200x1200_2.jpg,1:US 6 (EUR 36)|||1:US 6.5 (EUR 36.5)|||1:US 7 (EUR 37)|||1:US 7.5 (EUR 37.5)|||1:US 8 (EUR 38)|||1:US 8.5 (EUR 38.5)|||1:US 9 (EUR 39)|||1:US 9.5 (EUR 39.5)|||1:US 10 (EUR 40)|||1:US 10.5 (EUR 40.5)|||1:US 11 (EUR 41),Home|||Women|||Pumps & High Heels|||abc
Christian Louboutin,254,199,995,,"This season, our famed ""So Kate"" gets a little makeover with ""Degraspike.""  This sexy style features a spike gradient from her pointed toe to her 70mm heel.  In nude and gold, she adds a subtle dose of rocker chic to your wardrobe.                    Product care<br/>Reference : 1151110CM3T<br />                    Color : Nude/Gold<br/>                            Material : Leather<br/>                                            Heel height : 70mm<br/>                                                    Collection : SS15<br/>",Christian Louboutin degraspike 70 mm,/cl/christianlouboutin-degraspike-1151110_CM3T_1_1200x1200.jpg|||/cl/christianlouboutin-degraspike-1151110_CM3T_2_1200x1200.jpg|||/cl/christianlouboutin-degraspike-1151110_CM3T_3_1200x1200.jpg|||/cl/christianlouboutin-degraspike-1151110_CM3T_40_1200x1200.jpg,1:US 6 (EUR 36)|||1:US 6.5 (EUR 36.5)|||1:US 7 (EUR 37)|||1:US 7.5 (EUR 37.5)|||1:US 8 (EUR 38)|||1:US 8.5 (EUR 38.5)|||1:US 9 (EUR 39)|||1:US 9.5 (EUR 39.5)|||1:US 10 (EUR 40)|||1:US 10.5 (EUR 40.5)|||1:US 11 (EUR 41),Home|||Women|||Pumps & High Heels|||abc
Christian Louboutin,254,135,675,,"The ever-graceful ""Simple Pump"" is the shoe Monsieur Louboutin says every lady should have in her closet. Her round toe and sturdy stiletto heel make for a classic shape that glows from sunrise to sunset, and beyond. This 85mm version in nude patent leather is a top choice for your collection.                    Product care<br/>Reference : 3080263PK20<br />                    Color : Nude<br/>                            Material : Patent Leather<br/>                                            Heel height : 85mm<br/>                                                    Collection : Classic<br/>",Christian Louboutin simple pump 85 mm,/cl/christianlouboutin-simplepump-3080263_PK20_1_1200x1200_2.jpg|||/cl/christianlouboutin-simplepump-3080263_PK20_2_1200x1200_2.jpg|||/cl/christianlouboutin-simplepump-3080263_PK20_3_1200x1200_2.jpg|||/cl/christianlouboutin-simplepump-3080263_PK20_40_1200x1200_2.jpg,1:US 6 (EUR 36)|||1:US 6.5 (EUR 36.5)|||1:US 7 (EUR 37)|||1:US 7.5 (EUR 37.5)|||1:US 8 (EUR 38)|||1:US 8.5 (EUR 38.5)|||1:US 9 (EUR 39)|||1:US 9.5 (EUR 39.5)|||1:US 10 (EUR 40)|||1:US 10.5 (EUR 40.5)|||1:US 11 (EUR 41),Home|||Women|||Pumps & High Heels|||abc
Christian Louboutin,254,135,675,,"Named after one of his favorite neighborhoods in Paris, the ¡°Pigalle¡± is one of Monsieur Louboutin¡¯s first highly coveted styles. In celebration of the launch of The Nudes, there may be no better style than our beloved ¡°Pigalle 100¡± to feature this extraordinary capsule collection. From fair blush to rich chestnut, find your perfect match in the spectrum of shades, so whether you¡¯re an ¡°Ada,¡± ¡°Safki,¡± ¡°Maya,¡± ¡°Nats,¡± or ¡°Lea,¡± Monsieur Louboutin dares you to bare all and go Nude in ¡°Pigalle.¡±                    Product care<br/>Reference : 30805193120<br />                    Color : Ada<br/>                            Material : Leather<br/>                                            Heel height : 100mm<br/>                                                    Collection : Classic<br/>",Christian Louboutin pigalle 'ada' n5 100 mm,/cl/christianlouboutin-pigalle-3080519_3120_1_1200x1200.jpg|||/cl/christianlouboutin-pigalle-3080519_3120_2_1200x1200.jpg|||/cl/christianlouboutin-pigalle-3080519_3120_3_1200x1200.jpg|||/cl/christianlouboutin-pigalle-3080519_3120_40_1200x1200.jpg|||/cl/christianlouboutin-pigalle-3080519_3120_4_1200x1200_1423051865.jpg,1:US 6 (EUR 36)|||1:US 6.5 (EUR 36.5)|||1:US 7 (EUR 37)|||1:US 7.5 (EUR 37.5)|||1:US 8 (EUR 38)|||1:US 8.5 (EUR 38.5)|||1:US 9 (EUR 39)|||1:US 9.5 (EUR 39.5)|||1:US 10 (EUR 40)|||1:US 10.5 (EUR 40.5)|||1:US 11 (EUR 41),Home|||Women|||Pumps & High Heels|||abc
Christian Louboutin,254,135,675,,"The ever-graceful ""Simple Pump"" is the shoe Monsieur Louboutin says every lady should have in her closet. Her round toe and sturdy stiletto heel make for a classic shape that glows from sunrise to sunset, and beyond. This 70mm version in nude patent leather is a top choice for your collection.                    Product care<br/>Reference : 3080363PK20<br />                    Color : Nude<br/>                            Material : Patent Leather<br/>                                            Heel height : 70mm<br/>                                                    Collection : Classic<br/>",Christian Louboutin simple pump 70 mm,/cl/christianlouboutin-simplepump-3080363_PK20_1_1200x1200_2.jpg|||/cl/christianlouboutin-simplepump-3080363_PK20_2_1200x1200_2.jpg|||/cl/christianlouboutin-simplepump-3080363_PK20_3_1200x1200_2.jpg|||/cl/christianlouboutin-simplepump-3080363_PK20_40_1200x1200_2.jpg,1:US 6 (EUR 36)|||1:US 6.5 (EUR 36.5)|||1:US 7 (EUR 37)|||1:US 7.5 (EUR 37.5)|||1:US 8 (EUR 38)|||1:US 8.5 (EUR 38.5)|||1:US 9 (EUR 39)|||1:US 9.5 (EUR 39.5)|||1:US 10 (EUR 40)|||1:US 10.5 (EUR 40.5)|||1:US 11 (EUR 41),Home|||Women|||Pumps & High Heels|||abc
Christian Louboutin,254,159,795,,"New Simple Pump is a gorgeous rendition of Monsieur Louboutin's famed ""Simple Pump."" Her narrow, exposed platform gives this classic style a contemporary twist. This 85mm version in chic nude patent leather will quickly become your new favorite everyday pump.                    Product care<br/>Reference : 1130532PK1A<br />                    Color : Nude<br/>                            Material : Patent Leather<br/>                                            Heel height : 85mm<br/>                                                    Collection : Classic<br/>",Christian Louboutin new simple pump 85 mm,/cl/christianlouboutin-newsimplepump-1130532_PK1A_1_1200x1200_2.jpg|||/cl/christianlouboutin-newsimplepump-1130532_PK1A_2_1200x1200_2.jpg|||/cl/christianlouboutin-newsimplepump-1130532_PK1A_3_1200x1200_2.jpg|||/cl/christianlouboutin-newsimplepump-1130532_PK1A_40_1200x1200_2.jpg,1:US 6 (EUR 36)|||1:US 6.5 (EUR 36.5)|||1:US 7 (EUR 37)|||1:US 7.5 (EUR 37.5)|||1:US 8 (EUR 38)|||1:US 8.5 (EUR 38.5)|||1:US 9 (EUR 39)|||1:US 9.5 (EUR 39.5)|||1:US 10 (EUR 40)|||1:US 10.5 (EUR 40.5)|||1:US 11 (EUR 41),Home|||Women|||Pumps & High Heels|||abc
Christian Louboutin,254,135,675,,"The ever-graceful ""Simple Pump"" is the shoe Monsieur Louboutin says every lady should have in her closet. Her round toe and sturdy stiletto heel make for a classic shape that glows from sunrise to sunset, and beyond. This 100mm version in nude patent leather is a top choice for your collection.                    Product care<br/>Reference : 3080377PK20<br />                    Color : Nude<br/>                            Material : Patent Leather<br/>                                            Heel height : 100mm<br/>                                                    Collection : Classic<br/>",Christian Louboutin simple pump 100 mm,/cl/christianlouboutin-simplepump-3080377_PK20_1_1200x1200_2.jpg|||/cl/christianlouboutin-simplepump-3080377_PK20_2_1200x1200_2.jpg|||/cl/christianlouboutin-simplepump-3080377_PK20_3_1200x1200_2.jpg|||/cl/christianlouboutin-simplepump-3080377_PK20_40_1200x1200_2.jpg,1:US 6 (EUR 36)|||1:US 6.5 (EUR 36.5)|||1:US 7 (EUR 37)|||1:US 7.5 (EUR 37.5)|||1:US 8 (EUR 38)|||1:US 8.5 (EUR 38.5)|||1:US 9 (EUR 39)|||1:US 9.5 (EUR 39.5)|||1:US 10 (EUR 40)|||1:US 10.5 (EUR 40.5)|||1:US 11 (EUR 41),Home|||Women|||Pumps & High Heels|||abc
Christian Louboutin,254,175,875,,"For the ladies who have always admired our beautiful ""Bianca"" but were intimidated by her towering heel, this 120mm version is for you. Her clever platform means you only feel about 3.5"" of height, so slip her on and prepare to strut.                     Product care<br/>Reference : 1120449PK20<br />                    Color : Nude<br/>                            Material : Patent Leather<br/>                                            Heel height : 120mm<br/>                                        Front platform : 40mm<br/>                                        Collection : Classic<br/>",Christian Louboutin bianca 120 mm,/cl/christianlouboutin-bianca-1120449_PK20_1_1200x1200_2.jpg|||/cl/christianlouboutin-bianca-1120449_PK20_2_1200x1200_2.jpg|||/cl/christianlouboutin-bianca-1120449_PK20_3_1200x1200_2.jpg|||/cl/christianlouboutin-bianca-1120449_PK20_40_1200x1200_2.jpg,1:US 6 (EUR 36)|||1:US 6.5 (EUR 36.5)|||1:US 7 (EUR 37)|||1:US 7.5 (EUR 37.5)|||1:US 8 (EUR 38)|||1:US 8.5 (EUR 38.5)|||1:US 9 (EUR 39)|||1:US 9.5 (EUR 39.5)|||1:US 10 (EUR 40)|||1:US 10.5 (EUR 40.5)|||1:US 11 (EUR 41),Home|||Women|||Pumps & High Heels|||abc
Christian Louboutin,254,135,675,,"Our pointed toe styles are famed for their sultry allure, and our intoxicating ""Iriza"" embodies this reputation to the tee. Slip into this 100mm tall, half d'orsay pump and instantly take your look from simple to oh-so-sexy.                    Product care<br/>Reference : 3130524PK1A<br />                    Color : Nude<br/>                            Material : Patent Leather<br/>                                            Heel height : 100mm<br/>                                                    Collection : Classic<br/>",Christian Louboutin iriza 100 mm,/cl/christianlouboutin-iriza-3130524_PK1A_1_1200x1200_1.jpg|||/cl/christianlouboutin-iriza-3130524_PK1A_2_1200x1200_1.jpg|||/cl/christianlouboutin-iriza-3130524_PK1A_3_1200x1200_1.jpg|||/cl/christianlouboutin-iriza-3130524_PK1A_40_1200x1200_1.jpg,1:US 6 (EUR 36)|||1:US 6.5 (EUR 36.5)|||1:US 7 (EUR 37)|||1:US 7.5 (EUR 37.5)|||1:US 8 (EUR 38)|||1:US 8.5 (EUR 38.5)|||1:US 9 (EUR 39)|||1:US 9.5 (EUR 39.5)|||1:US 10 (EUR 40)|||1:US 10.5 (EUR 40.5)|||1:US 11 (EUR 41),Home|||Women|||Pumps & High Heels|||abc
Christian Louboutin,254,215,1075,,Explore new heights this season in soaring 160mm "Jamie."  This alluring peep toe pump is elevated on a substantial external platform that reduces her pitch down to 120mm.  You won't want to miss a chance to slip into this ultra-sexy pair in nude patent leather.                     Product care<br/>Reference : 1150593PK1A<br />                    Color : Nude<br/>                            Material : Patent Leather<br/>                                            Heel height : 160mm<br/>                                                    Collection : SS15<br/>,Christian Louboutin jamie 160 mm,/cl/christianlouboutin-jamie-1150593_PK1A_1_1200x1200.jpg|||/cl/christianlouboutin-jamie-1150593_PK1A_2_1200x1200.jpg|||/cl/christianlouboutin-jamie-1150593_PK1A_3_1200x1200.jpg|||/cl/christianlouboutin-jamie-1150593_PK1A_40_1200x1200.jpg,1:US 6 (EUR 36)|||1:US 6.5 (EUR 36.5)|||1:US 7 (EUR 37)|||1:US 7.5 (EUR 37.5)|||1:US 8 (EUR 38)|||1:US 8.5 (EUR 38.5)|||1:US 9 (EUR 39)|||1:US 9.5 (EUR 39.5)|||1:US 10 (EUR 40)|||1:US 10.5 (EUR 40.5)|||1:US 11 (EUR 41),Home|||Women|||Pumps & High Heels|||abc
Christian Louboutin,254,135,675,,"For those who adore our ""Pigalle,"" ""So Kate"" is sure to gather a following just as devoted. Gracefully placed on a thin heel with a long, pointed toe, this 120mm beauty is the quintessential pump for true stiletto lovers. Outfitted in nude patent leather, ""So Kate"" is simply stunning - the perfect, timeless addition to your red soled collection.                    Product care<br/>Reference : 3130694PK1A<br />                    Color : Nude<br/>                            Material : Patent Leather<br/>                                            Heel height : 120mm<br/>                                                    Collection : FW13<br/>",Christian Louboutin so kate 120 mm,/cl/christianlouboutin-sokate-3130694_PK1A_1_1200x1200_1.jpg|||/cl/christianlouboutin-sokate-3130694_PK1A_2_1200x1200_1.jpg|||/cl/christianlouboutin-sokate-3130694_PK1A_3_1200x1200_1.jpg|||/cl/christianlouboutin-sokate-3130694_PK1A_40_1200x1200_1.jpg,1:US 6 (EUR 36)|||1:US 6.5 (EUR 36.5)|||1:US 7 (EUR 37)|||1:US 7.5 (EUR 37.5)|||1:US 8 (EUR 38)|||1:US 8.5 (EUR 38.5)|||1:US 9 (EUR 39)|||1:US 9.5 (EUR 39.5)|||1:US 10 (EUR 40)|||1:US 10.5 (EUR 40.5)|||1:US 11 (EUR 41),Home|||Women|||Pumps & High Heels|||abc
Christian Louboutin,254,135,675,,"Named after one of his favorite neighborhoods in Paris, ""Pigalle"" is one of Monsieur Louboutin's most iconic styles. With her fine stiletto heel and pointed toe, she is a stunning look for business and pleasure alike. This 100mm version in nude patent leather will keep you comfortably on your feet from rendezvous to rendezvous.                    Product care<br/>Reference : 3080680PK20<br />                    Color : Nude<br/>                            Material : Patent<br/>                                            Heel height : 100mm<br/>                                                    Collection : Classic<br/>",Christian Louboutin pigalle  100 mm,/cl/christianlouboutin-pigalle-3080680_PK20_1_1200x1200_2.jpg|||/cl/christianlouboutin-pigalle-3080680_PK20_2_1200x1200_2.jpg|||/cl/christianlouboutin-pigalle-3080680_PK20_3_1200x1200_2.jpg|||/cl/christianlouboutin-pigalle-3080680_PK20_40_1200x1200_2.jpg,1:US 6 (EUR 36)|||1:US 6.5 (EUR 36.5)|||1:US 7 (EUR 37)|||1:US 7.5 (EUR 37.5)|||1:US 8 (EUR 38)|||1:US 8.5 (EUR 38.5)|||1:US 9 (EUR 39)|||1:US 9.5 (EUR 39.5)|||1:US 10 (EUR 40)|||1:US 10.5 (EUR 40.5)|||1:US 11 (EUR 41),Home|||Women|||Pumps & High Heels|||abc
Christian Louboutin,254,135,675,,Feminine and timeless "Fifi" is a single sole must-have for the Louboutin lady. Her round toe and slender heel provide a sophisticated silhouette that is perfect for a day in the office or an evening out on the town. Try her 85mm version in elegant nude patent leather for a staple style you will rely on for seasons to come.                     Product care<br/>Reference : 1100825PK20<br />                    Color : Nude<br/>                            Material : Patent Leather<br/>                                            Heel height : 85mm<br/>                                                    Collection : Classic<br/>,Christian Louboutin fifi 85 mm,/cl/christianlouboutin-fifi-1100825_PK20_1_1200x1200_2.jpg|||/cl/christianlouboutin-fifi-1100825_PK20_2_1200x1200_2.jpg|||/cl/christianlouboutin-fifi-1100825_PK20_3_1200x1200_2.jpg|||/cl/christianlouboutin-fifi-1100825_PK20_40_1200x1200_2.jpg,1:US 6 (EUR 36)|||1:US 6.5 (EUR 36.5)|||1:US 7 (EUR 37)|||1:US 7.5 (EUR 37.5)|||1:US 8 (EUR 38)|||1:US 8.5 (EUR 38.5)|||1:US 9 (EUR 39)|||1:US 9.5 (EUR 39.5)|||1:US 10 (EUR 40)|||1:US 10.5 (EUR 40.5)|||1:US 11 (EUR 41),Home|||Women|||Pumps & High Heels|||abc
Christian Louboutin,254,135,675,,"Fififa makes her debut this Spring/Summer season.  A descendant of our illustrious ""Fifi,"" she is a striking new silhouette that combines the gentle, round toe with a strong, wide 100mm heel. Perfect for any occasion in nude patent leather, she helps you journey from daytime to evening in first-class comfort.                    Product care<br/>Reference : 1150303PK1A<br />                    Color : Nude<br/>                            Material : Patent Leather<br/>                                            Heel height : 100mm<br/>                                                    Collection : SS15<br/>",Christian Louboutin fififa 100 mm,/cl/christianlouboutin-fififa-1150303_PK1A_1_1200x1200.jpg|||/cl/christianlouboutin-fififa-1150303_PK1A_2_1200x1200.jpg|||/cl/christianlouboutin-fififa-1150303_PK1A_3_1200x1200.jpg|||/cl/christianlouboutin-fififa-1150303_PK1A_40_1200x1200.jpg,1:US 6 (EUR 36)|||1:US 6.5 (EUR 36.5)|||1:US 7 (EUR 37)|||1:US 7.5 (EUR 37.5)|||1:US 8 (EUR 38)|||1:US 8.5 (EUR 38.5)|||1:US 9 (EUR 39)|||1:US 9.5 (EUR 39.5)|||1:US 10 (EUR 40)|||1:US 10.5 (EUR 40.5)|||1:US 11 (EUR 41),Home|||Women|||Pumps & High Heels|||abc
Christian Louboutin,254,135,675,,"Slip into ""Cambio,"" the new single sole silhouette for the new season.  Combining the sophisticated shape of our coveted ""Bat Pump"" with a broad tapered heel, this gorgeous 100mm style in nude patent brings you height, elegance, and stability.                       Product care<br/>Reference : 1150959PK1A<br />                    Color : Nude<br/>                            Material : Patent Leather<br/>                                            Heel height : 100mm<br/>                                                    Collection : SS15<br/>",Christian Louboutin cambio 100 mm,/cl/christianlouboutin-cambio-1150959_PK1A_1_1200x1200.jpg|||/cl/christianlouboutin-cambio-1150959_PK1A_2_1200x1200.jpg|||/cl/christianlouboutin-cambio-1150959_PK1A_3_1200x1200.jpg|||/cl/christianlouboutin-cambio-1150959_PK1A_40_1200x1200.jpg,1:US 6 (EUR 36)|||1:US 6.5 (EUR 36.5)|||1:US 7 (EUR 37)|||1:US 7.5 (EUR 37.5)|||1:US 8 (EUR 38)|||1:US 8.5 (EUR 38.5)|||1:US 9 (EUR 39)|||1:US 9.5 (EUR 39.5)|||1:US 10 (EUR 40)|||1:US 10.5 (EUR 40.5)|||1:US 11 (EUR 41),Home|||Women|||Pumps & High Heels|||abc
Christian Louboutin,254,135,675,,"A new variation on a very classic theme, ""Pigalle Follies"" is our iconic ""Pigalle"" refitted with a superfine stiletto heel. The effect is a daring new ""Pigalle"" with a plunging 120mm pitch.                     Product care<br/>Reference : 3140051E041<br />                    Color : Opaline<br/>                            Material : Patent Leather<br/>                                            Heel height : 120mm<br/>                                                    Collection : Classic<br/>",Christian Louboutin pigalle follies 120 mm,/cl/christianlouboutin-pigallefollies-3140051_E041_1_1200x1200.jpg|||/cl/christianlouboutin-pigallefollies-3140051_E041_2_1200x1200.jpg|||/cl/christianlouboutin-pigallefollies-3140051_E041_3_1200x1200.jpg|||/cl/christianlouboutin-pigallefollies-3140051_E041_40_1200x1200_1423829116.jpg,1:US 6 (EUR 36)|||1:US 6.5 (EUR 36.5)|||1:US 7 (EUR 37)|||1:US 7.5 (EUR 37.5)|||1:US 8 (EUR 38)|||1:US 8.5 (EUR 38.5)|||1:US 9 (EUR 39)|||1:US 9.5 (EUR 39.5)|||1:US 10 (EUR 40)|||1:US 10.5 (EUR 40.5)|||1:US 11 (EUR 41),Home|||Women|||Pumps & High Heels|||abc
Christian Louboutin,254,135,675,,"Named after one of his favorite neighborhoods in Paris, ""Pigalle"" is one of Monsieur Louboutin's most iconic styles. With her fine stiletto heel and pointed toe, she is a stunning look for business and pleasure alike. This 120mm version in nude patent leather will keep you luxuriously on your feet from rendezvous to rendezvous.                    Product care<br/>Reference : 3080698PK20<br />                    Color : Nude<br/>                            Material : Patent<br/>                                            Heel height : 120mm<br/>                                                    Collection : Classic<br/>",Christian Louboutin pigalle 120 mm,/cl/christianlouboutin-pigalle-3080698_PK20_1_1200x1200.jpg|||/cl/christianlouboutin-pigalle-3080698_PK20_2_1200x1200.jpg|||/cl/christianlouboutin-pigalle-3080698_PK20_3_1200x1200.jpg|||/cl/christianlouboutin-pigalle-3080698_PK20_40_1200x1200.jpg,1:US 6 (EUR 36)|||1:US 6.5 (EUR 36.5)|||1:US 7 (EUR 37)|||1:US 7.5 (EUR 37.5)|||1:US 8 (EUR 38)|||1:US 8.5 (EUR 38.5)|||1:US 9 (EUR 39)|||1:US 9.5 (EUR 39.5)|||1:US 10 (EUR 40)|||1:US 10.5 (EUR 40.5)|||1:US 11 (EUR 41),Home|||Women|||Pumps & High Heels|||abc
Christian Louboutin,254,179,895,,"Hot Chick has ladies lusting after her amazing shape. Her opaline patent leather scalloped rim brings distinct sensuality to her design. With a plunging 130mm pitch, she may be built more for posing than walking. So, slip her on, pose, and let others come to you.                        Product care<br/>Reference : 3140460E041<br />                    Color : Opaline<br/>                            Material : Patent Leather<br/>                                            Heel height : 130mm<br/>                                                    Collection : Classic<br/>",Christian Louboutin hot chick 130 mm,/cl/christianlouboutin-hotchick-3140460_E041_1_1200x1200.jpg|||/cl/christianlouboutin-hotchick-3140460_E041_2_1200x1200.jpg|||/cl/christianlouboutin-hotchick-3140460_E041_3_1200x1200.jpg|||/cl/christianlouboutin-hotchick-3140460_E041_40_1200x1200.jpg,1:US 6 (EUR 36)|||1:US 6.5 (EUR 36.5)|||1:US 7 (EUR 37)|||1:US 7.5 (EUR 37.5)|||1:US 8 (EUR 38)|||1:US 8.5 (EUR 38.5)|||1:US 9 (EUR 39)|||1:US 9.5 (EUR 39.5)|||1:US 10 (EUR 40)|||1:US 10.5 (EUR 40.5)|||1:US 11 (EUR 41),Home|||Women|||Pumps & High Heels|||abc
Christian Louboutin,254,215,1075,,"For the daring Louboutin lady, ""Victoria"" is an exquisite look for Spring/Summer.  Rising to a sky high 160mm, her substantial 3-inch platform keeps you steady while you get a sexy boost of height.  No look is off limits in this nude patent leather stunner.                     Product care<br/>Reference : 1150538PK1A<br />                    Color : Nude<br/>                            Material : Patent Leather<br/>                                            Heel height : 160mm<br/>                                                    Collection : SS15<br/>",Christian Louboutin victoria 160 mm,/cl/christianlouboutin-victoria-1150538_PK1A_1_1200x1200.jpg|||/cl/christianlouboutin-victoria-1150538_PK1A_2_1200x1200.jpg|||/cl/christianlouboutin-victoria-1150538_PK1A_3_1200x1200.jpg|||/cl/christianlouboutin-victoria-1150538_PK1A_40_1200x1200.jpg,1:US 6 (EUR 36)|||1:US 6.5 (EUR 36.5)|||1:US 7 (EUR 37)|||1:US 7.5 (EUR 37.5)|||1:US 8 (EUR 38)|||1:US 8.5 (EUR 38.5)|||1:US 9 (EUR 39)|||1:US 9.5 (EUR 39.5)|||1:US 10 (EUR 40)|||1:US 10.5 (EUR 40.5)|||1:US 11 (EUR 41),Home|||Women|||Pumps & High Heels|||abc
Christian Louboutin,254,189,945,,"Embrace the feminine curve this season with ""Dalida.""  Her voluptuous 100mm silhouette features a scalloped half d'orsay vamp, asymmetrical toe box, and mirage heel.  Perfect your party ensembles with this dreamy opaline patent leather stunner.                    Product care<br/>Reference : 1151085E041<br />                    Color : Opaline<br/>                            Material : Patent Leather<br/>                                            Heel height : 100mm<br/>                                                    Collection : SS15<br/>",Christian Louboutin dalida 100 mm,/cl/christianlouboutin-dalida-1151085_E041_1_1200x1200_1424878845.jpg|||/cl/christianlouboutin-dalida-1151085_E041_2_1200x1200_1424878845.jpg|||/cl/christianlouboutin-dalida-1151085_E041_3_1200x1200_1424878845.jpg|||/cl/christianlouboutin-dalida-1151085_E041_40_1200x1200_1424878845.jpg|||/cl/christianlouboutin-dalida-1151085_E041_4_1200x1200_1424878845.jpg,1:US 6 (EUR 36)|||1:US 6.5 (EUR 36.5)|||1:US 7 (EUR 37)|||1:US 7.5 (EUR 37.5)|||1:US 8 (EUR 38)|||1:US 8.5 (EUR 38.5)|||1:US 9 (EUR 39)|||1:US 9.5 (EUR 39.5)|||1:US 10 (EUR 40)|||1:US 10.5 (EUR 40.5)|||1:US 11 (EUR 41),Home|||Women|||Pumps & High Heels|||abc
Christian Louboutin,254,159,795,,"New Simple Pump is a gorgeous rendition of Monsieur Louboutin's famed ""Simple Pump."" Her narrow, exposed platform gives this classic style a contemporary twist. This 120mm version in chic nude patent leather will quickly become your new favorite everyday pump.                    Product care<br/>Reference : 3080746PK20<br />                    Color : Nude<br/>                            Material : Patent Leather<br/>                                            Heel height : 120mm<br/>                                        Front platform : 20mm<br/>                                        Collection : Classic<br/>",Christian Louboutin new simple pump 120 mm,/cl/christianlouboutin-newsimplepump-3080746_PK20_1_1200x1200_2.jpg|||/cl/christianlouboutin-newsimplepump-3080746_PK20_2_1200x1200_2.jpg|||/cl/christianlouboutin-newsimplepump-3080746_PK20_3_1200x1200_2.jpg|||/cl/christianlouboutin-newsimplepump-3080746_PK20_40_1200x1200_2.jpg,1:US 6 (EUR 36)|||1:US 6.5 (EUR 36.5)|||1:US 7 (EUR 37)|||1:US 7.5 (EUR 37.5)|||1:US 8 (EUR 38)|||1:US 8.5 (EUR 38.5)|||1:US 9 (EUR 39)|||1:US 9.5 (EUR 39.5)|||1:US 10 (EUR 40)|||1:US 10.5 (EUR 40.5)|||1:US 11 (EUR 41),Home|||Women|||Pumps & High Heels|||abc
Christian Louboutin,254,219,1095,,Riri's voluptuous closed toe shape is highlighted by a sensuous scallop detail and sexy interlaced leather straps.  This elegant 100mm silhouette in blue suede is perfect for any evening affair.                    Product care<br/>Reference : 1150744BL72<br />                    Color : BLUE<br/>                            Material : Suede<br/>                                            Heel height : 100mm<br/>                                                    Collection : SS15<br/>,Christian Louboutin riri 100 mm,/cl/christianlouboutin-riri-1150744_BL72_1_1200x1200.jpg|||/cl/christianlouboutin-riri-1150744_BL72_2_1200x1200.jpg|||/cl/christianlouboutin-riri-1150744_BL72_3_1200x1200.jpg|||/cl/christianlouboutin-riri-1150744_BL72_40_1200x1200.jpg,1:US 6 (EUR 36)|||1:US 6.5 (EUR 36.5)|||1:US 7 (EUR 37)|||1:US 7.5 (EUR 37.5)|||1:US 8 (EUR 38)|||1:US 8.5 (EUR 38.5)|||1:US 9 (EUR 39)|||1:US 9.5 (EUR 39.5)|||1:US 10 (EUR 40)|||1:US 10.5 (EUR 40.5)|||1:US 11 (EUR 41),Home|||Women|||Pumps & High Heels|||abc
